text,text_sentiment
"people are getting rekt chasing hyped mints. It's #bearmarket baby.

#nft #NFTCommunity #SolanaNFT #Solana #ETH",0
"22K is time to buy $BTC!

#bearmarket",0
"@cardano_whale @Swag_Stakepool As if this #bearmarket is not yet soulcrushing enough for small investors, lol...",0
I used to price Spoo options off 10 point  moves in 30 minutes. Today it__ 10 point moves in 30 seconds #stockmarketcrash #volatility #puts #options,0
"Quello che fa la differenza Ã¨ l'azione, indifferente Ã¨ la circostanza da cui Ã¨ scaturita
#marcoaurelio #cripto #markets #stockmarketcrash",0
@CA_MANJUNATH @1801Gaurav #StocksToBuy #StockMarket #StockMarketindia #BankNiftyOptions #stockmarketcrash,0
#stockmarketcrash,0
"POLL: __he silence of a bear allows for concentration and long-term thinking. Rather than having to keep up with the weekly trends, #bearmarket #entrepreneurs are able to set the foundations for the next years and decades._ ~ @BanklessHQ | #crypto #web3 #DeFi 

______",0
"@SejalSud Whatever you buy dip or buy high

Just follow #tradingstrategy which is back tested on last 10 years data..

#bearmarket",0
@catturd2 He meant the markets and #CPI #stockmarketcrash #Cryptos @federalreserve @NYSE,0
Everyone tweeting #bearmarket... I guess this is your first rodeo,0
For new Subscribers: our recommendation since last December is and continues to be: do not be long any stocks. A bounce is possible but we do not expect to see much upside for now.  #usmarkets #bearmarket,0
You still think this is a #bearmarket rally don__ you Anon?,0
"_Ø§Ø± Ú¯Ú¾_Ù¹_ Ø¨Ø¹Ø¯ Ø¯__Ø§ Ú©_ Ø§Ø³Ù¹Ø§Ú© _Ø§Ø±Ú©_Ù¹_Úº Ú©Ø±_Ø´ ___Ø§ Ø´Ø±_Ø¹ __Úº Ú¯__ Ø¬_Ø¹_ Ú©_ Ø´Ø§_ _Ø§Ø±Ú©_Ù¹ Ø¨_Ø¯ ____ Ú©_ Ø¨Ø¹Ø¯ __Ú©Ø±Ø§Ø¦__ Ù¾Ø± Ù¾_Ù¹_ Ú©_ Ø­___ __ Ø¯_ Ø¯_ __Úº ØµØ±_ __Ú©Ø±Ø§Ø¦__ Ú©Ø§ Ø§__Ø±Ø§Ø³Ù¹Ø±Ú©_Ø± __ ___Úº Ø³Ø§Ø±_ Ø¯__Ø§ Ú©Ø§ Ø¨_Øª Ú©_Ú¾ Ø¨Ø±Ø¨Ø§Ø¯ Ú©Ø± Ø¯_Ø§ __
#StandWithUkriane   
#stockmarketcrash 
#stocks",0
"$AMC $GME are up in pre-market this morning while #StockMarketCrash is currently Trending.

#AMC #GME __",0
"Bought $tsla calls for Friday. I think we can get a rally. 

This is a trade. I'm not married to it. 

#stockmarketcrash #stocks $TSLA",0
"#blockchain, #bearmarket ..bon c'est fini, je ne regarde plus le cours des #crypto avant la fin de l'annÃ©e ..raz le bol.",0
"Bottom falls out ? My $ETH target is $700. Bull case still remains $822k.
#bearmarket",0
#Goldman Buyback Desk Was Flooded With Orders During Stock Rout #stockmarketcrash,0
Arkada_lar herkes kendine iyi baksÄ±n ho_Ã§akalÄ±n #bearmarket,0
"THERE WAS ALWAYS A 'PUT' IN PUTIN. 
#stockmarketcrash",0
@GrammyC4Zone OF COURSE SHE DID BECAUSE BIDEN IS PAYING HER TO SAY THAT #StockMarketCrash #DowJones #NASDAQ #StagFlation #BearMarket,0
#STOCKMARKETCRASH2022 #STOCKMARKETCRASH,0
"Is it a #bearmarket yet?

#btc #crypto",0
Fkn 2017-2018 #bearmarket all over again,0
"Can Mr. Powell's speech change the destiny of DOLLAR on the bull side?
#dollar #Powell #forex #Friday #forexsignals #stockmarketcrash #XAUUSD",0
#DogeProduct Buy #BearMarket @sodogetip tip @inevitable360 1.00 Doge _,0
"I think the market bottom may be in. Ukraine and rate hikes are all priced in. In fact, Fed may not be able to raise rates as previously expected this year #stockmarketcrash #StockMarket",0
"#Fixed?
#MIvsGT
#stockmarketcrash",0
"Agarraos que vienen curvas __
#bearmarket",0
"Intrday + Positional Call:

Buy  Tatamotora 450 April CE @ 17.25

SL : Own

Target : 30

#stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia",0
"Has your focus changed at all during the #crypto #BearMarket2022 

What's your go-to when everything is looking RED?

Is it #play2earn / #MoveToEarn #NFTs? 

#Trading?

#Staking / #DeFi? 

Or something else? Let us know!",0
"@CryptoWorldJosh I don't buy this theory nor the coin.

#permabear #bearmarket #capitulation",0
This Valentine's Day Traders and Investors are sader than Singles. #stockmarketcrash,0
Am I going to experience my first #bearmarket ???,0
#bearmarket,0
à¤¸à¤¾à¤ à¤_¤¾ à¤¶àà¤°àà¤_¤¤ à¤¹à à¤¶àà¤¤° à¤¤¾à¤°àà¤_à¤ à¤_ à¤²à¤¿à¤ à¤à¤_¤¾à¤ à¤°à¤¹à¤¾à¥¤ 2022 à¤à¤ à¤_¤¬ à¤¤à 70 à¤¶àà¤¤° 25 à¤à¤°à¤¤à¤¿à¤¶à¤ à¤¸à à¤_à¤¤¾à¤¦à¤¾ à¤_à¤_¤¾ #sharemarket #stockmarketcrash,0
#BNB $220 incoming! #Cryptocrash #bearmarket #BTC,0
"Bloodbath At D-Street: #Sensex Tanks Over 2,700 Pts, Biggest Fall Since March 2020. #Nifty Settles Below 16,250
#RussiaUkraineConflict 
#stockmarketcrash 
#RussiaUkraine",0
These __uxury_ apartments don__ even be luxury! #stockmarketcrash #apartment,0
#stockmarketcrash ? BTFD,0
"That looks we are in the dippiest point now $17600 
#btc #Bitcoin #BearMarket2022",0
"For months I have been hearing ""Look at what Biden has done to the stock market. He owns this.""

Today I hear Biden does not have anything to do with the stock market.

Which one is it?

#StockMarketCrash.",0
"Buy the dip till you become majority shareholder of the company.__

#SGXNIFTY
#stockmarketcrash 
#StockMarketindia #Nifty",0
From up 125k. to down 25k  my SEP -ira from 2013  was +98% now it's 36% #stockmarketcrash,0
"Remember, the #bearmarket will try take your soul out - don__ give up! 

#Vechain #Vet #Crypto #Vtho #CryptoCrash #Bitcoin #Terra $Vet $eth $vra $btc $luna",0
It JUST crashed? #stockmarketcrash,0
@FredinToronto @dbrown13 THEY ARE USING J6 #StockMarketCrash #DowJones #NASDAQ #StagFlation #BearMarket,0
The market can really test who the paper handers are. #stockmarketcrash,0
"Laziness is a disease. If you don__ kick it out of your life, it will devour you. #IGOT7 #AmberHeardlsALiar #stockmarketcrash",0
"N__chetez jamais en pleine chute, attendez un beau chandelier positif avec un retournement haussier, la patience payera toujours. Ce ne sont pas des soldes #bitcoin #bearmarket #Ethereum #NASDAQ",0
"@cryptoaddict86 #Crypto has such volatile markets and that's what makes it so lucrative for those that have learnt to trade it.

Money to be made even in a #bearmarket",0
"ì½__ ì£¼ì__ _¸ì_ ëª°ë¹µ___ ê°ì¦__ _¸ì__ ____´ì¡±_ _¤ë_ë¶_ ______ê°?_
#____ #ì½__ #stockmarketcrash",0
#NFT #BearMarket2022 #EthereumNFTs #OpenSeaNFT,0
@elonmusk when are we buying dodge? I think it__ due for a pump __ #stockmarketcrash,0
"Bloodbath on Dalal Street. Sensex plummeted 1.5k points in a single day.

#StockMarket #stockmarkets #stocks #stockmarketcrash #StocksMarket #indianstockmarket #dalal #Nifty",0
"@GinoTheGhost My condolences, ser ____ @killabearsnft GMI though _¤© #BearMarket #KillaBears",0
Had heard of Friday the 13th but Monday???!!! #stockmarketcrash,0
"At this point, when the market is down, which one will you buy?
#stockmarket #Nifty #stockmarketcrash #StockMarketindia",0
Not the okie doke. #cryptocrash #BitcoinCrash #stockmarketcrash,0
"Crypto market is at a psychological point where, at any time, we could go in #bearmarket __
If this scenario happens, I'll keep holding, staking and compounding my $ATOM, $SCRT &amp; $JUNO. And these 3 will be the only one I'll buy (+ $BTC &amp; $ETH).

Below a _§µ on 13 reasons why",0
"Holy cow market will deeps further ! 

#Bitcoin #Cryptocrash 
#stockmarketcrash",0
@WhaleChart #bearmarket __,0
"Mazmur 54:6

Sesungguhnya, Allah adalah penolongku; Tuhanlah yang menopang aku.

#bearmarket #BTC",0
"Buy the dippppppp!!!!!!!

#stockmarketcrash #StockMarket #buythedip #Nifty",0
"Fall in market can lead to Fall of government?

#FIIs #Markets #stockmarketcrash",0
"Which one hits 0 first?

#fintwitter #stockmarketcrash",0
"Heard on Social Media - LIC Premium is (-) 50

#stockmarketcrash #StockMarket #StockMarketindia #Nifty #nifty50",0
"Time to Buy the Dip? 

#Nifty 
#stockmarketcrash",0
__eploying more capital_ is the new meme #crypto #BearMarket2022,0
What is happening with the @opensea sales???? #nft #bearmarket,0
@LOUDMOUTH_ETH @killabearsnft What #bearmarket ?,0
"_ Custa ver o saldo a -50% , mas sabe bem comprar mais barato! Um mercado que sÃ³ o longo prazo pode trazer dinheiro! #Cryptocrash #criptomoedas 

_ SerÃ¡ isto uma novidade ou apenas nÃ³s nÃ£o querÃ­amos acreditar que fosse possÃ­vel ? #bearmarket #Bitcoin 

#HODL #ETH #ADA #Solana",0
Caterpillar ( $CAT) stock plunges over 5% even after smashing the estimates! #stockmarketcrash #StockMarket #StocksInFocus #stockstowatch #stockmarkets #CAT #Caterpillar,0
"If rupee further depreciates, which stocks would you buy? Comment Below__

#RupeeVsDollar #StocksToBuy #stocks #stockmarketcrash #StockMarketindia",0
The #cannabisindustry is expected to be a 33 BILLION dollar industry this year and yet we can__ seem fix the economy? If only the US could somehow grow money on trees_ #inflation #recession #Fed #LetsGoBrandon #scammers #bearmarket,0
à¤°àà¤ à¤¨à à¤¡àà¤¤¾ à¤¦à¤¿à¤¤¾  #stockmarketcrash,0
Might buy some ETH today _ #stockmarketcrash,0
"And they say that #Crypto is volatile __
#stockmarketcrash #stocks #StockMarketindia #Bitcoin #Reducecrptotax #",0
"#StockMarket #stockmarketcrash How is that #BuildBackBetter going?

@POTUS",0
i think we are in #bearmarket,0
#stockmarketcrash #LetsGoBrandon #FJB,0
"Comments on current crypto market?___ 

#cryptocurrency #bearmarket #NFTCommunity #CryptoMarket",0
@DigitalWilly @wearecultdao @CultDAO_ @cultomb @Cultist1221 @CULTMADEMYLIFE @CultNow @N3oshi @DennOshi95 @CultDaoTheMany #Cult #CultDao #Dao #bearmarket,0
@deepdbhandari abhi kaha #stockmarketcrash abhi baki h ...,0
"Omn_s pecÅ«niae digit_l_s ubÄ«que _rdent_s, tenentibus perterritÄ«s spectantibus, appropinquat omnibus nova v_rit_s mentibus . Ursus magnus adest. __
#crypto #bearmarket #lingualatina",0
"Will #BitcoinCrash ever? 

#Cryptocrash #CryptocurrencyNews #CryptoMarket #bearmarket #Cryptos #altcoins #BTC",0
"à¤à¤ à¤_¤¿à¤°à¤¾à¤ à¤_ à¤à¤¾à¤¨ à¤à¤ à¤°à¤¹à¤¤à¤¾ à¤¥à¤¾à¥ à¤_ à¤¤¾à¤ à¤à¤_¤¨à¥ à¤_¤ªà¤¨à à¤à¤¾à¤¨ à¤¤¾à¤²à¤¿à¤ à¤_ à¤¶àà¤¤° à¤¤¾à¤_¤¾à¤ à¤_ à¤¤¾à¤°à à¤à¤ à¤¤¤à¤¾à¤¯à¤...
.
.
.

à¤_¤¬ à¤¹à¤® à¤¦àà¤¨àà¤ à¤_¤¿à¤°à¤¾à¤ à¤_ à¤à¤¾à¤¨ à¤à¤ à¤°à¤¹à¤¤à à¤¹àà¤_¥¤

(à¤µàà¤¹à¤¾à¤_à¤¸àà¤ à¤¤° à¤à¤°à¤¾à¤à¤)

#stockmarketcrash",0
#stockmarketcrash,0
"Fellow, #NFTartists, 
What's gonna be your go-to activity in this down period of the #bearmarket ??

#nftart #NFTcollections #bearish #Crypto #cryptocurrency #nftarti_st #opensea",0
"#Moscow stock exchange down more than 45%.

#investing #news #Russia #stockmarketcrash",0
@Himani_taneja13 #stockmarketcrash  any level??,0
@dutch_tulip_ #StockMarketCrash,0
"Now comes the real test!!! Who are the real #DiamondHands through this #bearmarket and who can #hodl their coins and tokens around this #Cryptocrash 

It__ time for all #cryptoarmies to unite",0
#bitcoin ABC correction happening...C now...then downtrend will continue #bearmarket,0
"You know you're in a #bearmarket when...

you really wanted that green candle and #bitcoin gives you an 8th consecutive red week... ahh come oooooon!",0
@hentairacist #stockmarketcrash,0
"We are that stage of #StockMarket where #Traders become #Investors and Investors become Traders!

#TradersDiary #stockmarketcrash #StockMarketindia",0
Are we in #bullmarket or #bearmarket #Crypto,0
"I should have pulled a MacKenzie Scott and Melinda Gates and sold my stocks at the high!

#TheStrat #StockMarket #stockmarketcrash",0
"Buy 

Hindalco 400 PE - 18 

SL - 16.5 

#hindalco #nifty #stockmarketcrash #StockMarket #banknifty",0
"Shorted $Bboz. I'm not interested in the day to day. Overall this is going down big time. The market is not going to crash yet!
#stockmarketcrash 
#asx",0
"àª°ààª¿ààª-àª_àª__àª°à_àª¨àà« àªàª°àà«àª àª¶à_àª°ààª_àª°ààª¾à_ àª_àª

àª¸à_àª¨à_àª¸à_àª__àª¸ààª¾à_ 2700 àª_àª_à«__àª¨à_ àª_àª¾à_à«

àª¨ààª_àª__àªàª 800 àª_àª_à«__àª¨à_ àª_àª¾à_à«
#stockmarketcrash #UkraineRussiaConflict",0
"MicroStrategy lleva 1 billÃ³n en perdidas y aun asÃ­ sigue comprando y holdeando con cojones.

Y tu agobiado porque el porfolio te bajo $1000 dÃ³lares.

Si de verdad estas agobiado , plantÃ©ate si estas preparado para el mercado

 #NFT #bearmarket #Bitcoin #Mindset",0
"Bloodbath

#stockmarketcrash #fjb",0
"If you take emotion out of trading stocks/crypto it__ actually really simple. Buy on red days, sell on green days. #crypto #stockmarkets #stockmarketcrash",0
#bearmarket __,0
"Every Swing trader is now a long term investor __
#stockmarketcrash",0
"BSDK Russia Ukraine 

#stockmarketcrash",0
"The bulls are still holding up. Fingers crossed _

#Nifty #stockmarketcrash #banknifty",0
Pre market green! #Stock #bearmarket #bullmarket,0
"So @CelsiusNetwork just paused withdrawals. __

#Celsius #bearmarket",0
"Been buying some #stocks this week. Mostly EVs, tech, and REITs.

How about you? Any stonks or just #crypto?
#stockmarketcrash 
#stocks 
#StocksToTrade",0
#stockmarketcrash,0
Alright.... what dips are we buying up? #stockmarketcrash,0
"@Crypto_Rob_J Santi subito!
#BTC #Cryptocrash #Crypto #bearmarket",0
@AsadKharal #stockmarketcrash BECAUSE OF #Biden and #TraitorsOfPakistanPDM,0
"Stocks we can plan to buy in dip?

- Tata Power
- Tata Steel
- Adani Power
- Indus Towers
- Tata Motors
- Vedanta
- Reliance
- NTPC
- Manali Petrochem
- TCS

#bearmarket #StockMarket #Nifty #Investment #BrahmiKapasi #StockMarketindia #StocksToBuy #stocks",0
"#Cryptocrash #bearmarket Theme song  #HODL 

- Because today we hit the bottom __

A_§µ",0
"Trading doesn't just reveal your character, it also builds it if you stay in the game long enough.
#stockmarketcrash",0
"ETH staying over $1000 or dropping to triple digits? __

$eth #BullMarket #bearmarket",0
"I think the guy who told us the world is gonna end in 2012, i think he meant 2022 _ 

#stockmarketcrash #UkraineRussiaCrisis",0
"Something that has gone up since 2008 GFC for more than a decade, will it complete its move down in just six months? 

Or will it take 18-24-36 months for that slow downward gyrating move to complete?

#bearmarket",0
"_Ø§_Ø± 193 Ø±_Ù¾_ ØªØ§Ø±_Ø® Ú©_ Ø¨__Ø¯ ØªØ±__ Ø³Ø·Ø­ Ù¾Ø± Ù¾___ Ú¯_Ø§ ___ _Ø²_Ø±Ø§Ø¹Ø¸_ Ø§_Ú© __Ø±_Ø± _Ø¬Ø±_ Ú©_ Ø­Ú©_ Ù¾Ø± Ø§Ù¾__ Ú©__ Ú©_Ø¨_Ù¹ Ø³__Øª __Ø¯_ __Úº Ø²Ø¨Ø±Ø¯Ø³Øª_ ____ __Úº
Ú©_Ø§ __Ø¯Ø±Ø¯_ __ Ø§_Ú©_ __Ú© Ú©_ Ø³Ø§ØªÚ¾___
#Ø§_Ù¾_Ø±Ù¹___Ø­Ú©__Øª___Ø§__Ø¸_Ø±
#Øº_Ø§____Ø§__Ø¸_Ø± 
#PMIK 
#ImranKhan 
#stockmarketcrash",0
"In 2022, @PeterSchiff will be proven right about everything.

Very soon coming to a theatre near you.

But for just one day.

#stockmarketcrash #StockMarket #stocks",0
"@REDBOXINDIA @NSEIndia Hey Britishers why are you running away from India_¤£_¥²
#stockmarketcrash",0
"à¤_ à¤_¤¹à¥à¤ à¤_¤¹à¥à¤ à¤¹à¤°à¤ à¤¹à à¤°à¤¹à¤ à¤¹à 
#stockmarketcrash",0
"Mr. Putin owe me 1 Lac Rupees__.

#Nifty #stockmarketcrash #BSE #UkraineRussiaCrisis",0
"Because everyone think the market will bounce, the market will not make that happens __
#stockmarketcrash #buythedip",0
"What are you doing with your SIPs in the current market situation?

#StockMarket #stockmarketcrash",0
Ricorda: durante il #bearmarket Ã¨ meglio portare i tuoi #bitcoin fuori dagli #exchange,0
"#ElonMusk to replace #ParagAgrawal as #Twitter CEO !

#buythedip #Blockchain #cryptocurrency #stockmarketcrash #nftart",0
I will sleep all time of #bearish then wake up on #bullish .  #NFTCommunity #NFTs #bearmarket #NFTCollection #nft #BTC,0
"àª__àª àª_à«__ àª_à« àª__ àª__ break up àªàª àª¸à_àª¥à_ àªµààª¾àà« àª¦à_àª__ àª¥ààª , àª_à« àª_à« àª__ àª week àª¨à_ portfolio àª__àª àª²à_.__
à¤¸à¤¾à¤²à¤¾ à¤ à¤¦àà¤_ à¤_¤¾à¤¹à à¤_¤¤à¥_¤® à¤¹à à¤¨à¤¹à¥à¤ à¤¹à à¤°à¤¹à¤ à¤¹à__
@aditiraval #stockmarketcrash",0
WHY are they not suspending trading??  #stockmarketcrash,0
Will the Markets continue the down trend? #stockmarkets #stockmarketcrash,0
"Apex Trading #focuslist #tradeideas 

$AMD Calls above 121 
$SQ Calls above 120.70
$AMZN Calls above 3080 | Puts below 3000
$NVDA Calls above 241.57 | Puts below 233.55

#stockmarketcrash",0
"People with color blindness syndrome 

They don__ see their portfolio red , #happy #stockmarketcrash",0
"Assistere al mio primo #bearmarket __ da quando sono entrato nel mercato azionario/cripto mi eccita da matti e mi fa capire che non avrei potuto fare scelta migliore quel gennaio 2021 _¤ï___
1/3",0
"June is red
#Crypto #bearmarket #Bitcoin #BitcoinCrash #altcoins",0
"BTC 20K?? 

#BTC #BearMarket2022 #bloodbath",0
#bearmarket _¤¯,0
"__y favourite holding period is forever_ - Warren Buffett

This only applies if the asset/stock you__e holding is fundamentally sound.
#WarrenBuffett #investing #StockMarket #cryptocurrency #finance #stockmarketcrash #StocksToBuy",0
"Kids take kitkat break , Legends take sutta __ break. 
#stockmarketcrash #FridayVibes",0
"Major Business Review:
i) UK Business: 14% up QoQ, contributes 40% of global revenue
ii) India Business: 28% up YoY,contributes 18% of global revenue
_ºï_20 patents were filed during the quarter ended 31st December 2021

#results #StockMarket #stockmarketcrash #stocks #Nifty",0
@GTGmoney226 @Blade__McG ITS ALL CRASHING #StockMarketCrash #DowJones #NASDAQ #StagFlation #BearMarket,0
"don't invest during this time 
3/4 months to aur girega lagta hai _¤§_¤§
#stockmarketcrash",0
"A 14% YTD dip in the S&amp;P 500 hardly equates to a #stockmarketcrash. Y'all know stocks do fluctuate, right? And don't even get me started on NFT and crypto volatility...",0
"à¤à¤ à¤à¤_à¤_¤¾ à¤¨à¤¹à¥à¤ 
#sbicards
#stockmarketcrash",0
Where are those youtubers and tweet guys talking about #btc goin to 100K this week _¤£_¤£_¤£_¤£ #BitcoinCrash #Cryptocrash #BTC #cryptotrading #REKT #cryptocurrency #bearmarket #CryptoNews,0
i wonder what rank my group is at in the stock market game __ #stockmarketcrash,0
#stockmarketcrash Sell all ya stocks! Its going to be a long weekend. #StockMarket is NOT open on #MondayMorning!,0
"I will forever be the $ETH ATH!!
@ensdomains #BearMarket",0
"Keep emotions in check!
A __ip_ of 3-5% occurs ~ 3-4 times a year.
A _#Correction_ of 10% occurs ~ once/year.
A _#BearMarket_ of 20% or more happens ~ once/4.5 - 5 years.
Since 1946, on avg bear markets__last about 15 months, bull markets __last about 54 months. #money #wealth",0
This pump not sustain i guest #btc #bearmarket,0
Can't imagine how people will start flipping when they realize that the largest pork processing company (that Obama allowed to be sold to CHINA) has closed their doors. #stockmarketcrash,0
Take out the 5000 level on the $SPX and we'll talk... #stockmarketcrash,0
"How to survive #bearmarket 
#ETH ---&gt; #SOL
buy #OkayBears 
get #RICH 
#NFTMarket #NFTpromotion",0
